R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_34819.1	52017.0335517531	123234.341137467	83742.6652058406	38398.8586110494	66767.9462833181	36593.3202194867	82996.1744788627	84254.5724968602	59660.4086371916	56652.3087107967	64975.9353504072	41817.1823537476	103185.328128878	21556.8399217949	29876.7480405929	-83402.0773628399	-77650.4953523068	26916.8517926967	-65920.9465122241	-90847.4619956488	-139602.10129864	-129679.015126058	-97021.0378466618	-135246.532167651	-132179.046244218
LP_20243	-23079.9942437522	-29114.5130293637	-22425.0214052682	-19247.8194397264	-1253.92935519147	-17349.4652112825	-21578.6832470442	-29506.8788560391	-3240.90445023984	5434.54914855487	-22748.0883097398	-17338.459699302	-32756.3671176682	-11025.0571309035	11019.5406924124	5898.15970292069	29006.13660121	-18236.9417741837	21135.6598424044	18004.862037721	43160.1845320881	23341.5609355655	-2756.95767631054	26821.5454189693	39281.6074223509
PP_042673.1	1739940.47356039	-807624.542074863	-1043672.72185624	2199763.57704164	-2902419.8284045	2611189.41323847	1765979.90089351	2004164.14930512	-121532.900786951	-2939053.73168451	2933065.49520805	2210255.12066623	1818117.61684835	2393184.0000622	-1993888.1046256	807012.533654193	39653.9960809387	2200383.29365534	-985039.767341433	2242628.5451385	-1010844.37284547	1264823.31455057	3911381.03386314	-1157454.23074728	2287792.93216004
PP_042697.1	480139.23233815	-149148.563497243	-191231.321017998	295120.2015549	-203291.566177985	351105.339197143	142458.946215194	-59610.0581274	-122866.581538994	-627495.17990046	30492.7938685992	-93217.6337572252	40083.7502481651	170795.253204179	-666018.225788829	197344.448895746	-112399.161131189	-35002.5453611554	-99741.0843075102	440268.416261776	396857.145039596	-219189.592821604	528677.013472472	-212539.386080246	574897.994777235
PP_042409.1	91221.314778225	-353070.911042132	-591603.639961123	28653.975759113	-591129.177997541	408259.481387964	31534.7356656268	-7695.41430420056	-232221.149987249	-424143.345103212	194203.325057083	74130.9911867718	123.781285567442	467805.778156199	-346317.554468939	-37143.6005088773	73340.4268909651	-60912.3383574462	-116951.469649086	553326.163421241	-215224.49892307	146949.096519581	348109.150640681	416945.7536699	697295.187602678
PP_039697.1	6018.08951142826	-205858.926381712	-611158.448451616	-219748.112815717	-522532.414398648	163407.176396393	140726.911808336	-221541.515156027	-209377.043656288	-355974.325072298	134208.232808647	28594.0711503774	-84857.3366077307	-23273.7469111814	-157903.27217857	336464.441873079	-175904.703045875	91990.4103247689	-97077.7387331608	12492.5667284802	592626.853564673	503445.440120714	704838.684630449	1049934.22189361	617982.406981537
PP_051191.1	77890.5857732595	-160522.201841129	-450878.369619628	-62555.6461990282	-438641.586017694	176642.528215096	103309.853973633	-15062.5135959304	-49278.4437874788	-169718.724719473	192823.161565883	51135.3218976867	-15902.2372953034	176350.90670496	-86115.7155623062	-235852.258170124	-125911.515979702	72017.2633670269	-395707.6581133	304575.14978548	-335422.87682315	135959.873986807	307969.596704824	647040.664273923	408417.168542565
PP_052705	257.08920763433	-79221.5860924256	-135254.665406314	219188.674688313	-186145.976757863	260953.257121003	118038.603242972	84185.4892138446	-44141.5638650992	-189251.779818602	144532.939388932	57514.5930535847	122017.08454296	136705.308840651	-216087.457609382	28446.2706769632	59920.410024256	56985.7573241621	-62084.5060651671	180022.257168338	29593.8387188778	97907.4147958113	310259.245588608	-163236.747458193	367322.36309309
PP_039001.1	202317.743449241	-173828.265698195	-510287.98984213	-80339.6018467887	-556912.838619766	111166.12917272	-70709.1345380277	-289060.958454365	7344.03586275969	-527540.836406222	18362.1735151456	19509.8395323361	-210415.328691269	147070.695242344	-137807.783661715	136724.201008535	-46960.5611583565	-137775.488500034	12415.7439495178	93793.7277796266	37331.15168112	126480.570111844	94507.15811281	192435.188989958	516782.381070474
PN_027202.1	20355.1571196277	-54055.3114827555	22646.7579207492	-71039.7912204348	-46751.297573152	25561.1760580764	101834.782290761	127633.908236178	4821.89892380043	-80441.2703453855	-5002.47108957022	12365.5133986732	254057.744812669	104450.974297816	-72375.9405571768	181866.067129844	-66608.8690329152	177214.234598611	-57213.6019106854	-43839.5201308102	-43298.2777802501	-54770.8648398927	15896.2263285894	-40090.5483273583	-60897.665620451
PP_049919.1	70502.0722460254	-71746.5606655815	-111724.662010864	109003.427977045	-89378.9267405668	78241.5436601071	5029.6035935253	-23536.0040761273	-6524.19850107748	81269.6463977357	108853.772729092	23715.6766220962	-32244.7966647788	-31144.8890118896	-55970.9151720972	265788.150025034	195574.303660529	-121290.191506145	89114.6983826705	-82844.9350022803	99954.0885998635	283839.416550559	3722.59838502359	275060.218341953	75467.2135318755
PP_044689.1	-16657.615709455	-405388.329157935	-254465.606406755	87756.6800094977	-226448.476439261	-43465.6159178043	-323150.980435764	-135437.685106044	-108685.694191212	-367239.573444421	-341173.235614129	-196464.455764392	-152045.567353438	-91811.1682309642	-206320.294925009	209888.662012686	-280095.548714689	-147405.545772637	67095.8349986186	-87815.0749908991	373796.426380429	-168126.815311817	258836.038216524	408966.483427493	106260.754477132
PP_038879.1	167189.497866469	293409.750427709	-118153.182442563	106787.562155791	-197713.877110356	98365.0955035501	376150.690418926	-38614.595260233	-10519.0124508865	-189461.366900248	256655.310118141	10872.6008961884	52599.574943515	142800.7704744	-141796.347057792	195875.306540777	17474.6541404859	-192544.433252773	-355849.66054775	-368976.330850126	464729.249771125	220096.814100864	-101454.491254588	-356127.269535877	-391185.663320593
LP_001860.1	-43947.7778874376	43279.7281856656	-7004.66903141985	142145.589071095	-188218.696605362	218917.263289236	307094.311847765	-112703.047746618	-241291.985631582	-231991.366274639	263842.326287077	206417.420145856	-21009.2683562271	268267.499410241	-270515.53777194	-69558.2084122085	-225157.75856516	474530.114592211	-97832.6667587147	-34715.5506052027	-79744.2190389831	-185435.718126871	386193.832223656	-51170.5062106039	401406.544010009
PN_022578.1	-8642.85305697519	-29461.0683048422	-48645.4520837934	-9775.77517145262	-61240.7073679567	64710.7084178276	90984.2621545279	58009.6630156582	-20188.766662927	-63629.9321216684	46661.7122859667	36961.9840383182	68588.17520648	121430.812518862	-60946.8731897647	-13826.8924252528	-34945.0194573099	117219.857418946	-26943.3067522243	96167.2931712929	-30003.3517014235	-24669.794864249	100007.508330068	-31178.5915987812	38889.4800901334
PP_046921.1	32666.854693372	-227133.609874586	-495128.9385442	-129054.261723165	-506809.821258907	60753.9067011715	-439205.798521881	-512187.50763711	-232259.977688828	-166375.38166988	-240970.004331633	-374091.398764196	-371816.701759211	-110407.45510962	-275525.473325954	686744.189109235	-9069.63516148226	-355371.549879127	350455.995633814	-356.509893644135	1332333.263167	472941.337620297	254790.366302557	850172.587877692	571895.062063366
PP_035017	17386.1416102295	-18256.4975504647	-17335.9938842568	41759.9591468133	-47200.5567086796	56643.617348294	34897.2978323098	44784.1416976652	-2539.04526491289	-50575.4031516045	59919.9233341292	38922.5587911612	44366.3413555966	44169.8789983014	-34715.6994109216	898.52395421188	-285.828494482761	37635.2695520097	-20201.1028073981	59236.2563932566	-9980.42261173738	19692.8603461968	76610.222546415	-33611.1036157563	60689.6457096361
LP_001937.1	-99622.7247246473	14667.3784210415	-208645.701694475	221980.930232303	-276787.446890765	438308.637799681	601578.650832655	-166650.214463263	-300082.355495267	-281204.865617104	558688.578905475	429326.219704523	-37934.435301358	460358.488851859	-301502.610970297	-91959.4674924472	-273384.148810222	984722.081275364	-209378.873137813	-79428.061489983	-254639.683319434	-232809.397508132	688976.927560455	-151382.011863492	544882.581083731
PN_022594	51858.7998369046	3380.07770429172	-28945.6413789315	40689.5762479967	-39107.445599571	62999.5266878102	83813.9701710038	39297.963490624	-3391.83639714627	-33719.9713477597	102033.548628569	94180.4532280372	60553.2130430019	45004.52740688	-19449.2056679486	-19721.4018987992	21220.0158671684	54747.5794199259	-31232.1047468319	4776.94539045067	-32062.216638428	-3562.60363850333	24109.5441900609	-24301.0366013069	3459.69286951696
PP_035327.1	54955.1607294081	-58467.7422671834	-58915.6253323059	-6823.37680557321	-76778.068603365	87490.6529460358	-7816.44241284739	-26901.3335131043	-61361.2931963853	-64782.6079179009	27082.619501358	34303.3661591658	-31919.15105071	27523.1368015897	-84617.0889749678	75825.3109833597	18094.1540892488	-48437.7356773736	-19631.8094841058	45186.0240044845	113153.594441486	33617.6613340944	35755.9282177333	3169.56982139932	99871.8699608219
LP_27028	-80429.0121913535	-156854.833639719	-183203.831603213	-94462.5414365675	-176570.50052164	-16788.5919280043	-55368.4349146331	-117090.29736316	-56980.0525701409	-80307.7413116618	-14839.1383554053	16572.2492722075	-113216.586588254	-16037.0766930754	26812.3392306516	172943.73109885	186767.296512798	39276.120775274	55995.2883612945	156323.461486084	193352.273642983	218933.018453686	216921.578292823	200080.51693775	156205.012714223
LP_35311.1	100004.914993658	128340.861386011	93141.7474753407	189019.756838563	428570.270117894	154677.173565189	175955.798405666	221924.48741908	472891.033006712	445348.94591431	199614.650468931	168554.25189715	290801.59661595	229846.17954998	339006.699619337	-243430.981728103	-176562.973506007	134448.620248612	-121375.45609274	-208686.804976271	-529398.798977794	-472391.56940076	-282210.449484877	-512236.180469282	-470753.10322341
PP_043705.1	-5615.15729193528	-33998.2736184207	-45168.4648197211	14766.2066119544	-46296.6023077238	32353.3434320205	3032.59360684393	20716.5888080685	-25966.8820026508	-35660.9425879956	36979.1365393855	25119.7188637394	21769.6749341074	62520.6705284495	-37968.0520739696	32918.1372100063	35681.9755999659	33868.4594840246	18446.4349870156	81231.8375114814	18665.9460996059	23541.294250006	97217.0612679586	15222.1753008583	92684.3141337256
LP_19083.1	-2824.35552343872	-2418.54265869281	122135.875854784	1431.69998744101	53563.2766674409	-43217.8523226929	-79633.1090669147	105604.588841777	-15614.2369147054	-31400.9042048805	-85756.6800129827	2974.0676535911	75510.3569183854	5002.35451224062	-52095.88681166	27953.4650477282	-131760.340391855	102960.714526508	-34469.0814441308	29227.2671340798	-103541.108324197	-169720.952425006	130060.953739213	-72583.3144776043	55049.9591310686
PN_027554.1	80093.5019389649	-49113.9404534956	-53319.5510344547	1866.26529582166	-56417.2881252389	-13164.1479930707	32018.4151553954	-28241.5409291954	29199.3310823394	-57695.4616418525	18544.3742475485	-11488.646819763	-18090.2113355455	11642.5575714956	-14249.9371112613	-36226.9639393385	26584.5848836708	62364.5721791043	-27909.8226919971	7384.16863765207	-53286.6486482735	25424.0820633867	29241.8941385794	7742.11977760161	56367.0639069815
PP_036985.1	22279.0721586542	29816.9411593004	-18246.1012585332	-25781.8885948084	-31290.9983734473	374.677930157559	40126.4807345259	11411.2567827801	-8633.29520169199	-23295.0465226923	43587.870626447	4010.51076153925	2266.61220277952	5093.17068565583	-22060.6865492471	-9126.06236429769	-28281.7994947161	28408.1837652653	-45552.3131852958	-9450.93798205316	-24309.3948962745	-2917.39601442774	23044.7117306991	-3580.99670292926	-2639.00749028575
PP_039025.1	12769.309315292	-25047.4017911512	-29856.5732667098	5694.15533995831	-38669.8884025847	6449.39335592635	4606.8932902341	6699.60685758152	-3815.82732022146	-29708.5755156203	4457.12403912293	1524.78841701546	-198.221211573713	11259.8903835532	-9706.89081583367	18158.6496014787	17721.8244295552	1151.68466320429	3419.99487440196	5130.84485718802	9828.13021639369	31538.0667289516	23259.5790453088	12648.7129723059	14547.8616627688
PP_041713.1	21018.271964058	3278.80958136112	10528.3979454788	28354.3531868647	-10380.4388219303	2477.92809104557	15524.7651382109	26719.9713575115	-4342.69545120431	-15795.2498133339	18050.9818299819	4023.21125726586	24224.1379614714	9679.41042887586	-13787.5557904941	-13604.7442154547	-1832.75507185011	24577.1701745022	-14917.3632282694	-1553.80594531904	-21289.6484540099	-11536.3327000853	7153.94098035114	-9836.8784428467	-7147.9877163248
LP_001805.1	-30558.4632679328	1098.34128849761	84410.129567563	66791.4316229199	-23900.7606508114	18133.8167652579	40053.7282661218	-19541.0048016128	-74582.5216964925	-75736.694861743	30762.0485507053	14894.0882075182	14772.0261849809	83291.8450326966	-92105.8468711261	-16400.050592711	-81982.3453843606	148549.73310927	2193.27101842908	-18177.0033172176	10025.5090661267	-88470.8815349403	97800.5942189705	14034.4018983168	132278.079920247
LP_002512	49130.976963004	-7211.35883812967	-45843.0086284599	-72526.0581133898	-52551.4244774445	8328.14951899491	89623.1859643307	-76096.589945553	-81925.1749539321	-89073.1117102445	144412.57860895	108852.861727141	-69716.4147581864	-17996.658847895	-66226.2888946151	68180.2669527998	34398.2070049796	60526.2313530996	-54981.8660381633	58942.6269619834	-76217.2863224615	19729.3385120435	155540.103829376	43503.3551262442	161138.720539559
PP_037201.1	82177.8545909803	-37509.8940877886	-106255.772575289	-49836.413458598	-81370.7392505879	99299.4522856784	-31433.5209657479	-65357.8141407294	-22623.0417945871	-27373.0566442694	-5601.59422364552	30241.599307857	-68504.0073260631	50730.5381170289	-18388.8994985877	77083.3192081699	-8000.47741987207	-62734.0148224632	19879.0385868432	42111.2770588274	5876.86516089304	19212.6329700495	-15735.7552739927	134071.628830353	54546.15799768
PP_054361.1	5926.17191280579	-1078.22515111436	-5289.46959335657	17347.5831936693	-12600.5131167854	5009.67191490161	10210.896755054	18627.2055975928	-5775.19954138836	-13703.2290846246	20125.5366925764	1663.61325375247	18338.8232508598	16469.6851476362	-10644.0558312128	-7434.53592525391	-6673.53553394518	19109.5055189827	-7965.42044360188	13935.8100048132	-13929.8737466346	-12817.9753754342	24253.2776602661	-8426.22585381541	933.659322116426
PP_038329	6594.6912959058	-2572.56295833901	-10071.923624446	8180.04754222772	-12945.2876310535	5485.37339606405	7398.44441264715	10554.9844009732	-4583.62750609842	-8989.49559736954	12175.8317607084	3518.16805707931	7474.16893746625	10613.9729256822	-6507.38257107885	-7192.79930312102	7622.49451556247	5868.88944302241	-8627.19622156812	12472.9588718159	2848.14386327604	10203.9867622948	11434.8180887886	-2627.80600816301	17547.6974918115
PN_022610.1	-4646.90997929049	-5448.1111951434	-11319.0166932037	-7030.30997077383	-10357.9393119346	-6982.82696590707	-465.615843739579	9945.88686605121	1496.23294639857	-11394.3005347374	-6583.20878721891	-11565.5825690123	18543.4533430701	-8017.25284285108	-10511.890000928	2534.70471315663	-4866.46560961661	17927.7718101758	-14129.8744874633	-7318.80308272089	-4818.73006464441	-4426.25709317753	-6773.43863407574	-5689.68459199229	-12337.1360691641
LP_000763.1	8019.2051936941	-127160.311173843	-330200.408972023	-216288.946504732	-114364.052827609	-61049.8257997632	-54705.407835704	-202371.497136801	-88501.1594718655	-174131.55957661	-20595.3382039953	49813.4119237546	-342774.974515848	-71606.7383999982	-93833.4488331149	320649.756433407	283145.96606497	-67696.3949876841	136557.406897937	182738.526740814	118467.427165445	250865.430357965	142607.071971305	208950.529277251	-161452.329714816
LP_29012.1	13108.7936956793	5063.90722352849	-8746.44752553081	18024.6606104036	-313.03471003372	14847.0109189641	32068.0282479814	13612.7757825265	5241.72967800897	1623.93983963555	16928.0135076496	28038.6726138009	4410.81506575795	2846.21896289827	3710.48025396939	-21036.4748632009	-218.45259130661	2156.613220575	-15647.0914766754	-3982.63049042636	-18958.2528275723	-11047.2991819166	-6433.79984909629	-16885.7782080202	-11565.1517855532
